CHAMP1_POSITION,CHAMP2_POSITION,YEAR,SEASON,TEAM,CHAMP1_TAG,CHAMP2_TAG,VICTORY,DEFEAT,TOTALPLAYED,PERCENTVICTORY,PERCENTDEFEAT
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Assassin']","['Mage', 'Support']",2,4,6,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Assassin']",['Mage'],0,2,2,0.0,1.0
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Assassin']","['Support', 'Fighter']",2,2,4,0.5,0.5
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Assassin']","['Support', 'Mage']",9,10,19,0.47368421052631576,0.5263157894736842
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Assassin']","['Support', 'Tank']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Assassin']","['Tank', 'Fighter']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Assassin']","['Tank', 'Support']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Fighter']","['Mage', 'Marksman']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Fighter']",['Mage'],1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Fighter']","['Support', 'Fighter']",3,0,3,1.0,0.0
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Fighter']","['Support', 'Mage']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Fighter']","['Tank', 'Fighter']",3,4,7,0.42857142857142855,0.5714285714285714
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Fighter']","['Tank', 'Support']",4,2,6,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Mage']","['Mage', 'Support']",1,2,3,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Mage']",['Mage'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Mage']","['Support', 'Fighter']",3,4,7,0.42857142857142855,0.5714285714285714
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Mage']","['Support', 'Mage']",9,16,25,0.36,0.64
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Mage']","['Support', 'Tank']",0,2,2,0.0,1.0
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Marksman', 'Mage']","['Tank', 'Support']",5,2,7,0.7142857142857143,0.2857142857142857
AD_CARRY,SUPPORT,2015,Spring,Blue,['Marksman'],"['Fighter', 'Assassin']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Spring,Blue,['Marksman'],"['Mage', 'Marksman']",2,2,4,0.5,0.5
AD_CARRY,SUPPORT,2015,Spring,Blue,['Marksman'],"['Mage', 'Support']",37,25,62,0.5967741935483871,0.4032258064516129
AD_CARRY,SUPPORT,2015,Spring,Blue,['Marksman'],['Mage'],49,24,73,0.6712328767123288,0.3287671232876712
AD_CARRY,SUPPORT,2015,Spring,Blue,['Marksman'],"['Support', 'Fighter']",70,45,115,0.6086956521739131,0.391304347826087
AD_CARRY,SUPPORT,2015,Spring,Blue,['Marksman'],"['Support', 'Mage']",105,95,200,0.525,0.475
AD_CARRY,SUPPORT,2015,Spring,Blue,['Marksman'],"['Support', 'Tank']",8,14,22,0.36363636363636365,0.6363636363636364
AD_CARRY,SUPPORT,2015,Spring,Blue,['Marksman'],"['Tank', 'Fighter']",13,12,25,0.52,0.48
AD_CARRY,SUPPORT,2015,Spring,Blue,['Marksman'],"['Tank', 'Support']",31,25,56,0.5535714285714286,0.44642857142857145
AD_CARRY,SUPPORT,2015,Spring,Blue,"['Support', 'Mage']","['Fighter', 'Tank']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Assassin']",['Mage'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Assassin']","['Support', 'Fighter']",4,10,14,0.2857142857142857,0.7142857142857143
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Assassin']","['Support', 'Mage']",6,17,23,0.2608695652173913,0.7391304347826086
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Assassin']","['Support', 'Tank']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Assassin']","['Tank', 'Fighter']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Assassin']","['Tank', 'Support']",0,2,2,0.0,1.0
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Fighter']","['Mage', 'Support']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Fighter']","['Support', 'Fighter']",2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Fighter']","['Support', 'Mage']",2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Fighter']","['Tank', 'Fighter']",2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Fighter']","['Tank', 'Support']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Mage']","['Mage', 'Marksman']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Mage']","['Mage', 'Support']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Mage']",['Mage'],1,4,5,0.2,0.8
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Mage']","['Support', 'Fighter']",2,7,9,0.2222222222222222,0.7777777777777778
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Mage']","['Support', 'Mage']",9,17,26,0.34615384615384615,0.6538461538461539
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Mage']","['Support', 'Tank']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Mage']","['Tank', 'Fighter']",2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Spring,Red,"['Marksman', 'Mage']","['Tank', 'Support']",4,0,4,1.0,0.0
AD_CARRY,SUPPORT,2015,Spring,Red,['Marksman'],"['Fighter', 'Assassin']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Spring,Red,['Marksman'],"['Fighter', 'Support']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Spring,Red,['Marksman'],"['Mage', 'Marksman']",2,0,2,1.0,0.0
AD_CARRY,SUPPORT,2015,Spring,Red,['Marksman'],"['Mage', 'Support']",23,19,42,0.5476190476190477,0.4523809523809524
AD_CARRY,SUPPORT,2015,Spring,Red,['Marksman'],['Mage'],40,42,82,0.4878048780487805,0.5121951219512195
AD_CARRY,SUPPORT,2015,Spring,Red,['Marksman'],"['Support', 'Fighter']",62,67,129,0.4806201550387597,0.5193798449612403
AD_CARRY,SUPPORT,2015,Spring,Red,['Marksman'],"['Support', 'Mage']",80,101,181,0.4419889502762431,0.5580110497237569
AD_CARRY,SUPPORT,2015,Spring,Red,['Marksman'],"['Support', 'Tank']",11,7,18,0.6111111111111112,0.3888888888888889
AD_CARRY,SUPPORT,2015,Spring,Red,['Marksman'],"['Tank', 'Fighter']",19,13,32,0.59375,0.40625
AD_CARRY,SUPPORT,2015,Spring,Red,['Marksman'],"['Tank', 'Mage']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Spring,Red,['Marksman'],"['Tank', 'Support']",23,41,64,0.359375,0.640625
AD_CARRY,SUPPORT,2015,Spring,Red,"['Support', 'Mage']",['Marksman'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Blue,['Fighter'],"['Support', 'Fighter']",2,0,2,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Blue,['Fighter'],"['Tank', 'Support']",2,0,2,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Mage', 'Marksman']","['Tank', 'Fighter']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Mage', 'Marksman']","['Tank', 'Melee']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Mage', 'Marksman']","['Tank', 'Support']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Assassin']","['Fighter', 'Tank']",2,2,4,0.5,0.5
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Assassin']","['Mage', 'Marksman']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Assassin']","['Mage', 'Support']",9,5,14,0.6428571428571429,0.35714285714285715
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Assassin']",['Mage'],2,0,2,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Assassin']","['Support', 'Fighter']",10,16,26,0.38461538461538464,0.6153846153846154
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Assassin']","['Support', 'Mage']",9,11,20,0.45,0.55
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Assassin']","['Support', 'Tank']",14,11,25,0.56,0.44
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Assassin']","['Tank', 'Fighter']",4,6,10,0.4,0.6
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Assassin']","['Tank', 'Melee']",3,0,3,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Assassin']","['Tank', 'Support']",20,12,32,0.625,0.375
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Fighter']","['Fighter', 'Tank']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Fighter']",['Mage'],2,0,2,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Fighter']","['Support', 'Fighter']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Fighter']","['Tank', 'Fighter']",3,1,4,0.75,0.25
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Fighter']","['Tank', 'Support']",2,3,5,0.4,0.6
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Mage']","['Fighter', 'Tank']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Mage']","['Mage', 'Support']",4,1,5,0.8,0.2
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Mage']",['Mage'],1,3,4,0.25,0.75
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Mage']","['Support', 'Fighter']",8,8,16,0.5,0.5
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Mage']","['Support', 'Mage']",7,5,12,0.5833333333333334,0.4166666666666667
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Mage']","['Support', 'Tank']",6,6,12,0.5,0.5
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Mage']","['Tank', 'Fighter']",2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Mage']","['Tank', 'Support']",10,11,21,0.47619047619047616,0.5238095238095238
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Support']","['Mage', 'Marksman']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Support']","['Mage', 'Support']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Support']",['Mage'],1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Support']","['Support', 'Fighter']",2,4,6,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Support']","['Support', 'Mage']",2,0,2,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Support']","['Support', 'Tank']",4,1,5,0.8,0.2
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Support']","['Tank', 'Fighter']",4,0,4,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Blue,"['Marksman', 'Support']","['Tank', 'Support']",6,1,7,0.8571428571428571,0.14285714285714285
AD_CARRY,SUPPORT,2015,Summer,Blue,['Marksman'],"['Fighter', 'Mage']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Blue,['Marksman'],"['Fighter', 'Tank']",2,4,6,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2015,Summer,Blue,['Marksman'],"['Mage', 'Marksman']",9,3,12,0.75,0.25
AD_CARRY,SUPPORT,2015,Summer,Blue,['Marksman'],"['Mage', 'Support']",30,20,50,0.6,0.4
AD_CARRY,SUPPORT,2015,Summer,Blue,['Marksman'],['Mage'],26,25,51,0.5098039215686274,0.49019607843137253
AD_CARRY,SUPPORT,2015,Summer,Blue,['Marksman'],"['Support', 'Fighter']",67,52,119,0.5630252100840336,0.4369747899159664
AD_CARRY,SUPPORT,2015,Summer,Blue,['Marksman'],"['Support', 'Mage']",36,37,73,0.4931506849315068,0.5068493150684932
AD_CARRY,SUPPORT,2015,Summer,Blue,['Marksman'],"['Support', 'Tank']",20,14,34,0.5882352941176471,0.4117647058823529
AD_CARRY,SUPPORT,2015,Summer,Blue,['Marksman'],"['Tank', 'Fighter']",29,40,69,0.42028985507246375,0.5797101449275363
AD_CARRY,SUPPORT,2015,Summer,Blue,['Marksman'],"['Tank', 'Melee']",10,5,15,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Summer,Blue,['Marksman'],"['Tank', 'Support']",80,65,145,0.5517241379310345,0.4482758620689655
AD_CARRY,SUPPORT,2015,Summer,Red,"['Fighter', 'Marksman']","['Support', 'Fighter']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Mage', 'Marksman']","['Support', 'Tank']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Assassin']","['Fighter', 'Tank']",2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Assassin']","['Mage', 'Marksman']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Assassin']","['Mage', 'Support']",5,3,8,0.625,0.375
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Assassin']",['Mage'],0,3,3,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Assassin']","['Support', 'Fighter']",4,11,15,0.26666666666666666,0.7333333333333333
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Assassin']","['Support', 'Mage']",8,14,22,0.36363636363636365,0.6363636363636364
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Assassin']","['Support', 'Tank']",3,13,16,0.1875,0.8125
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Assassin']","['Tank', 'Fighter']",3,6,9,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Assassin']","['Tank', 'Melee']",2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Assassin']","['Tank', 'Support']",15,21,36,0.4166666666666667,0.5833333333333334
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Fighter']","['Mage', 'Support']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Fighter']",['Mage'],1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Fighter']","['Support', 'Fighter']",2,5,7,0.2857142857142857,0.7142857142857143
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Fighter']","['Support', 'Mage']",2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Fighter']","['Support', 'Tank']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Fighter']","['Tank', 'Fighter']",2,4,6,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Fighter']","['Tank', 'Support']",6,3,9,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Mage']","['Fighter', 'Mage']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Mage']","['Fighter', 'Tank']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Mage']","['Mage', 'Support']",2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Mage']",['Mage'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Mage']","['Support', 'Fighter']",6,5,11,0.5454545454545454,0.45454545454545453
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Mage']","['Support', 'Mage']",7,10,17,0.4117647058823529,0.5882352941176471
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Mage']","['Support', 'Tank']",5,5,10,0.5,0.5
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Mage']","['Tank', 'Fighter']",1,5,6,0.16666666666666666,0.8333333333333334
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Mage']","['Tank', 'Melee']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Mage']","['Tank', 'Support']",8,8,16,0.5,0.5
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Support']","['Mage', 'Support']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Support']","['Support', 'Fighter']",3,2,5,0.6,0.4
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Support']","['Support', 'Mage']",1,4,5,0.2,0.8
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Support']","['Support', 'Tank']",6,3,9,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Support']","['Tank', 'Fighter']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Support']","['Tank', 'Melee']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Marksman', 'Support']","['Tank', 'Support']",6,10,16,0.375,0.625
AD_CARRY,SUPPORT,2015,Summer,Red,['Marksman'],"['Fighter', 'Mage']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2015,Summer,Red,['Marksman'],"['Fighter', 'Tank']",0,3,3,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,['Marksman'],"['Mage', 'Marksman']",5,8,13,0.38461538461538464,0.6153846153846154
AD_CARRY,SUPPORT,2015,Summer,Red,['Marksman'],"['Mage', 'Support']",11,20,31,0.3548387096774194,0.6451612903225806
AD_CARRY,SUPPORT,2015,Summer,Red,['Marksman'],['Mage'],31,32,63,0.49206349206349204,0.5079365079365079
AD_CARRY,SUPPORT,2015,Summer,Red,['Marksman'],"['Support', 'Fighter']",52,57,109,0.47706422018348627,0.5229357798165137
AD_CARRY,SUPPORT,2015,Summer,Red,['Marksman'],"['Support', 'Mage']",47,38,85,0.5529411764705883,0.4470588235294118
AD_CARRY,SUPPORT,2015,Summer,Red,['Marksman'],"['Support', 'Tank']",19,29,48,0.3958333333333333,0.6041666666666666
AD_CARRY,SUPPORT,2015,Summer,Red,['Marksman'],"['Tank', 'Fighter']",27,38,65,0.4153846153846154,0.5846153846153846
AD_CARRY,SUPPORT,2015,Summer,Red,['Marksman'],"['Tank', 'Melee']",8,4,12,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Summer,Red,['Marksman'],"['Tank', 'Support']",70,81,151,0.46357615894039733,0.5364238410596026
AD_CARRY,SUPPORT,2015,Summer,Red,"['Support', 'Mage']","['Tank', 'Fighter']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Assassin']","['Fighter', 'Tank']",2,5,7,0.2857142857142857,0.7142857142857143
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Assassin']","['Mage', 'Support']",6,4,10,0.6,0.4
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Assassin']","['Support', 'Fighter']",9,5,14,0.6428571428571429,0.35714285714285715
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Assassin']","['Support', 'Mage']",4,1,5,0.8,0.2
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Assassin']","['Support', 'Tank']",7,12,19,0.3684210526315789,0.631578947368421
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Assassin']","['Tank', 'Fighter']",2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Assassin']","['Tank', 'Support']",12,11,23,0.5217391304347826,0.4782608695652174
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Mage']","['Fighter', 'Tank']",12,9,21,0.5714285714285714,0.42857142857142855
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Mage']","['Mage', 'Support']",10,7,17,0.5882352941176471,0.4117647058823529
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Mage']","['Support', 'Fighter']",6,4,10,0.6,0.4
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Mage']","['Support', 'Mage']",18,15,33,0.5454545454545454,0.45454545454545453
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Mage']","['Support', 'Tank']",22,32,54,0.4074074074074074,0.5925925925925926
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Mage']","['Tank', 'Fighter']",1,5,6,0.16666666666666666,0.8333333333333334
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Mage']","['Tank', 'Melee']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Mage']","['Tank', 'Support']",24,22,46,0.5217391304347826,0.4782608695652174
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Support']","['Fighter', 'Tank']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Support']","['Mage', 'Support']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Support']","['Support', 'Tank']",3,2,5,0.6,0.4
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Marksman', 'Support']","['Tank', 'Support']",7,3,10,0.7,0.3
AD_CARRY,SUPPORT,2016,Spring,Blue,['Marksman'],"['Assassin', 'Mage']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2016,Spring,Blue,['Marksman'],"['Fighter', 'Tank']",45,31,76,0.5921052631578947,0.40789473684210525
AD_CARRY,SUPPORT,2016,Spring,Blue,['Marksman'],"['Mage', 'Marksman']",2,3,5,0.4,0.6
AD_CARRY,SUPPORT,2016,Spring,Blue,['Marksman'],"['Mage', 'Support']",33,16,49,0.673469387755102,0.32653061224489793
