CHAMP1_POSITION,CHAMP2_POSITION,YEAR,SEASON,TEAM,CHAMP1_TYPE,CHAMP2_TYPE,VICTORY,DEFEAT,TOTALPLAYED,PERCENTVICTORY,PERCENTDEFEAT
AD_CARRY,SUPPORT,2014,Summer,Blue,"['Physical_damage', 'Debuff']",['Aura'],5,2,7,0.7142857142857143,0.2857142857142857
AD_CARRY,SUPPORT,2014,Summer,Blue,"['Physical_damage', 'Debuff']","['Combat_status', 'Debuff', 'Untargetability']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Blue,"['Physical_damage', 'Debuff']",['Combat_status'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Blue,"['Physical_damage', 'Debuff']","['Dash', 'Sight']",1,2,3,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2014,Summer,Blue,"['Physical_damage', 'Debuff']",['Dash'],2,2,4,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Blue,"['Physical_damage', 'Debuff']","['Debuff', 'Sight']",1,2,3,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2014,Summer,Blue,"['Physical_damage', 'Debuff']",['Debuff'],1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2014,Summer,Blue,"['Physical_damage', 'Debuff']",['Magic_damage'],1,2,3,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2014,Summer,Blue,"['Physical_damage', 'Debuff']",['Sight'],2,3,5,0.4,0.6
AD_CARRY,SUPPORT,2014,Summer,Blue,"['Physical_damage', 'Debuff']",['Spell_shield'],0,2,2,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Blue,"['Physical_damage', 'Debuff']",['True_damage'],6,2,8,0.75,0.25
AD_CARRY,SUPPORT,2014,Summer,Blue,"['Physical_damage', 'Debuff']",['Untargetability'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Blue,['Physical_damage'],['Aura'],7,4,11,0.6363636363636364,0.36363636363636365
AD_CARRY,SUPPORT,2014,Summer,Blue,['Physical_damage'],"['Combat_status', 'Debuff', 'Untargetability']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2014,Summer,Blue,['Physical_damage'],['Combat_status'],1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2014,Summer,Blue,['Physical_damage'],"['Dash', 'Sight']",5,4,9,0.5555555555555556,0.4444444444444444
AD_CARRY,SUPPORT,2014,Summer,Blue,['Physical_damage'],['Dash'],7,5,12,0.5833333333333334,0.4166666666666667
AD_CARRY,SUPPORT,2014,Summer,Blue,['Physical_damage'],"['Debuff', 'Sight']",5,4,9,0.5555555555555556,0.4444444444444444
AD_CARRY,SUPPORT,2014,Summer,Blue,['Physical_damage'],['Debuff'],2,2,4,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Blue,['Physical_damage'],['Magic_damage'],5,4,9,0.5555555555555556,0.4444444444444444
AD_CARRY,SUPPORT,2014,Summer,Blue,['Physical_damage'],['Sight'],2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2014,Summer,Blue,['Physical_damage'],['Spell_shield'],1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2014,Summer,Blue,['Physical_damage'],['True_damage'],9,2,11,0.8181818181818182,0.18181818181818182
AD_CARRY,SUPPORT,2014,Summer,Blue,['Physical_damage'],['Untargetability'],1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2014,Summer,Blue,['Sight'],['Aura'],3,0,3,1.0,0.0
AD_CARRY,SUPPORT,2014,Summer,Blue,['Sight'],"['Dash', 'Sight']",6,5,11,0.5454545454545454,0.45454545454545453
AD_CARRY,SUPPORT,2014,Summer,Blue,['Sight'],['Dash'],7,5,12,0.5833333333333334,0.4166666666666667
AD_CARRY,SUPPORT,2014,Summer,Blue,['Sight'],"['Debuff', 'Sight']",6,5,11,0.5454545454545454,0.45454545454545453
AD_CARRY,SUPPORT,2014,Summer,Blue,['Sight'],"['Magic_damage', 'Physical_damage', 'Debuff']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2014,Summer,Blue,['Sight'],['Magic_damage'],6,5,11,0.5454545454545454,0.45454545454545453
AD_CARRY,SUPPORT,2014,Summer,Blue,['Sight'],['Sight'],1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Blue,['Sight'],['Spell_shield'],2,2,4,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Blue,['Sight'],['True_damage'],3,0,3,1.0,0.0
AD_CARRY,SUPPORT,2014,Summer,Blue,"['True_damage', 'Debuff']",['Aura'],3,0,3,1.0,0.0
AD_CARRY,SUPPORT,2014,Summer,Blue,"['True_damage', 'Debuff']","['Dash', 'Sight']",4,1,5,0.8,0.2
AD_CARRY,SUPPORT,2014,Summer,Blue,"['True_damage', 'Debuff']",['Dash'],4,1,5,0.8,0.2
AD_CARRY,SUPPORT,2014,Summer,Blue,"['True_damage', 'Debuff']","['Debuff', 'Sight']",4,1,5,0.8,0.2
AD_CARRY,SUPPORT,2014,Summer,Blue,"['True_damage', 'Debuff']",['Magic_damage'],4,1,5,0.8,0.2
AD_CARRY,SUPPORT,2014,Summer,Blue,"['True_damage', 'Debuff']",['Sight'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Blue,"['True_damage', 'Debuff']",['Spell_shield'],1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2014,Summer,Blue,"['True_damage', 'Debuff']",['True_damage'],3,0,3,1.0,0.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Blink', 'Magic_damage']",['Aura'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Blink', 'Magic_damage']",['Dash'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Blink', 'Magic_damage']",['Debuff'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Blink', 'Magic_damage']",['True_damage'],0,2,2,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Dash', 'Debuff', 'Sight']",['Dash'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Dash', 'Debuff', 'Sight']","['Magic_damage', 'Physical_damage', 'Debuff']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Dash', 'Debuff', 'Sight']",['Sight'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Dash', 'Debuff', 'Sight']",['Spell_shield'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,['Dash'],['Aura'],5,19,24,0.20833333333333334,0.7916666666666666
AD_CARRY,SUPPORT,2014,Summer,Red,['Dash'],"['Combat_status', 'Debuff', 'Untargetability']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,['Dash'],['Combat_status'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,['Dash'],"['Dash', 'Sight']",10,8,18,0.5555555555555556,0.4444444444444444
AD_CARRY,SUPPORT,2014,Summer,Red,['Dash'],['Dash'],11,12,23,0.4782608695652174,0.5217391304347826
AD_CARRY,SUPPORT,2014,Summer,Red,['Dash'],"['Debuff', 'Sight']",10,8,18,0.5555555555555556,0.4444444444444444
AD_CARRY,SUPPORT,2014,Summer,Red,['Dash'],['Debuff'],1,5,6,0.16666666666666666,0.8333333333333334
AD_CARRY,SUPPORT,2014,Summer,Red,['Dash'],"['Magic_damage', 'Physical_damage', 'Debuff']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,['Dash'],['Magic_damage'],10,8,18,0.5555555555555556,0.4444444444444444
AD_CARRY,SUPPORT,2014,Summer,Red,['Dash'],['Sight'],3,5,8,0.375,0.625
AD_CARRY,SUPPORT,2014,Summer,Red,['Dash'],['Spell_shield'],2,2,4,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,['Dash'],['True_damage'],6,16,22,0.2727272727272727,0.7272727272727273
AD_CARRY,SUPPORT,2014,Summer,Red,['Dash'],['Untargetability'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Debuff', 'Sight']",['Aura'],2,8,10,0.2,0.8
AD_CARRY,SUPPORT,2014,Summer,Red,"['Debuff', 'Sight']","['Combat_status', 'Debuff', 'Untargetability']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Debuff', 'Sight']",['Combat_status'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Debuff', 'Sight']","['Dash', 'Sight']",8,5,13,0.6153846153846154,0.38461538461538464
AD_CARRY,SUPPORT,2014,Summer,Red,"['Debuff', 'Sight']",['Dash'],8,5,13,0.6153846153846154,0.38461538461538464
AD_CARRY,SUPPORT,2014,Summer,Red,"['Debuff', 'Sight']","['Debuff', 'Sight']",8,5,13,0.6153846153846154,0.38461538461538464
AD_CARRY,SUPPORT,2014,Summer,Red,"['Debuff', 'Sight']",['Debuff'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Debuff', 'Sight']",['Magic_damage'],8,5,13,0.6153846153846154,0.38461538461538464
AD_CARRY,SUPPORT,2014,Summer,Red,"['Debuff', 'Sight']",['Sight'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Debuff', 'Sight']",['Spell_shield'],2,2,4,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,"['Debuff', 'Sight']",['True_damage'],2,5,7,0.2857142857142857,0.7142857142857143
AD_CARRY,SUPPORT,2014,Summer,Red,"['Debuff', 'Sight']",['Untargetability'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,['Debuff'],['Aura'],2,8,10,0.2,0.8
AD_CARRY,SUPPORT,2014,Summer,Red,['Debuff'],"['Combat_status', 'Debuff', 'Untargetability']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,['Debuff'],['Combat_status'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,['Debuff'],"['Dash', 'Sight']",8,5,13,0.6153846153846154,0.38461538461538464
AD_CARRY,SUPPORT,2014,Summer,Red,['Debuff'],['Dash'],8,5,13,0.6153846153846154,0.38461538461538464
AD_CARRY,SUPPORT,2014,Summer,Red,['Debuff'],"['Debuff', 'Sight']",8,5,13,0.6153846153846154,0.38461538461538464
AD_CARRY,SUPPORT,2014,Summer,Red,['Debuff'],['Debuff'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,['Debuff'],['Magic_damage'],8,5,13,0.6153846153846154,0.38461538461538464
AD_CARRY,SUPPORT,2014,Summer,Red,['Debuff'],['Sight'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,['Debuff'],['Spell_shield'],2,2,4,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,['Debuff'],['True_damage'],2,5,7,0.2857142857142857,0.7142857142857143
AD_CARRY,SUPPORT,2014,Summer,Red,['Debuff'],['Untargetability'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Dash']",['Aura'],1,2,3,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Dash']","['Dash', 'Sight']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Dash']",['Dash'],1,2,3,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Dash']","['Debuff', 'Sight']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Dash']",['Debuff'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Dash']",['Magic_damage'],1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Dash']",['Sight'],1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Dash']",['True_damage'],1,3,4,0.25,0.75
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Debuff']",['Aura'],1,2,3,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Debuff']","['Dash', 'Sight']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Debuff']",['Dash'],1,2,3,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Debuff']","['Debuff', 'Sight']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Debuff']",['Debuff'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Debuff']",['Magic_damage'],1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Debuff']",['Sight'],1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Debuff']",['True_damage'],1,3,4,0.25,0.75
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Sight']",['Aura'],1,3,4,0.25,0.75
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Sight']","['Dash', 'Sight']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Sight']",['Dash'],1,3,4,0.25,0.75
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Sight']","['Debuff', 'Sight']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Sight']",['Debuff'],0,2,2,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Sight']",['Magic_damage'],1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Sight']",['Sight'],1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,"['Magic_damage', 'Sight']",['True_damage'],1,5,6,0.16666666666666666,0.8333333333333334
AD_CARRY,SUPPORT,2014,Summer,Red,['Magic_damage'],['Aura'],2,5,7,0.2857142857142857,0.7142857142857143
AD_CARRY,SUPPORT,2014,Summer,Red,['Magic_damage'],"['Dash', 'Sight']",2,2,4,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,['Magic_damage'],['Dash'],2,5,7,0.2857142857142857,0.7142857142857143
AD_CARRY,SUPPORT,2014,Summer,Red,['Magic_damage'],"['Debuff', 'Sight']",2,2,4,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,['Magic_damage'],['Debuff'],0,3,3,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,['Magic_damage'],['Magic_damage'],2,2,4,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,['Magic_damage'],['Sight'],2,2,4,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,['Magic_damage'],['True_damage'],2,8,10,0.2,0.8
AD_CARRY,SUPPORT,2014,Summer,Red,"['Physical_damage', 'Debuff']",['Aura'],0,6,6,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Physical_damage', 'Debuff']","['Dash', 'Sight']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,"['Physical_damage', 'Debuff']",['Dash'],2,4,6,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2014,Summer,Red,"['Physical_damage', 'Debuff']","['Debuff', 'Sight']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,"['Physical_damage', 'Debuff']",['Debuff'],1,3,4,0.25,0.75
AD_CARRY,SUPPORT,2014,Summer,Red,"['Physical_damage', 'Debuff']","['Magic_damage', 'Physical_damage', 'Debuff']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Physical_damage', 'Debuff']",['Magic_damage'],1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,"['Physical_damage', 'Debuff']",['Sight'],1,3,4,0.25,0.75
AD_CARRY,SUPPORT,2014,Summer,Red,"['Physical_damage', 'Debuff']",['True_damage'],1,5,6,0.16666666666666666,0.8333333333333334
AD_CARRY,SUPPORT,2014,Summer,Red,"['Physical_damage', 'Untargetability']",['Aura'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Physical_damage', 'Untargetability']",['Dash'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Physical_damage', 'Untargetability']",['Debuff'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,"['Physical_damage', 'Untargetability']",['True_damage'],0,2,2,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,['Physical_damage'],['Aura'],8,8,16,0.5,0.5
AD_CARRY,SUPPORT,2014,Summer,Red,['Physical_damage'],"['Combat_status', 'Debuff', 'Untargetability']",0,2,2,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,['Physical_damage'],['Combat_status'],0,2,2,0.0,1.0
AD_CARRY,SUPPORT,2014,Summer,Red,['Physical_damage'],"['Dash', 'Sight']",10,8,18,0.5555555555555556,0.4444444444444444
AD_CARRY,SUPPORT,2014,Summer,Red,['Physical_damage'],['Dash'],11,8,19,0.5789473684210527,0.42105263157894735
