,time,quantidade_vitorias,champ1,champ2,ano,season,champComp
336,RED,34,Graves,Jhin,2016,Summer,Graves/Jhin
339,BLUE,34,Gnar,Elise,2016,Summer,Gnar/Elise
340,BLUE,34,Rumble,Rengar,2016,Summer,Rumble/Rengar
342,BLUE,34,Lulu,Lucian,2016,Spring,Lulu/Lucian
344,BLUE,34,Trundle,Ezreal,2016,Summer,Trundle/Ezreal
348,BLUE,34,Cassiopeia,RekSai,2016,Summer,Cassiopeia/RekSai
349,BLUE,34,Syndra,Gragas,2016,Spring,Syndra/Gragas
350,BLUE,34,Syndra,Graves,2016,Spring,Syndra/Graves
352,BLUE,34,Ryze,Ezreal,2016,Summer,Ryze/Ezreal
354,BLUE,34,RekSai,Caitlyn,2016,Spring,RekSai/Caitlyn
356,BLUE,34,RekSai,Karma,2016,Summer,RekSai/Karma
360,RED,33,Nautilus,LeeSin,2016,Spring,Nautilus/LeeSin
362,RED,33,Maokai,Viktor,2016,Summer,Maokai/Viktor
366,RED,33,Taliyah,Gragas,2016,Summer,Taliyah/Gragas
370,RED,33,Syndra,Jhin,2016,Summer,Syndra/Jhin
373,BLUE,33,Fiora,Elise,2016,Spring,Fiora/Elise
376,BLUE,33,Ryze,Graves,2016,Summer,Ryze/Graves
379,BLUE,33,Gragas,Trundle,2016,Spring,Gragas/Trundle
380,BLUE,33,Graves,Thresh,2016,Spring,Graves/Thresh
382,BLUE,33,Vladimir,Braum,2016,Summer,Vladimir/Braum
386,BLUE,33,Corki,Kalista,2016,Spring,Corki/Kalista
387,BLUE,33,Syndra,Thresh,2016,Summer,Syndra/Thresh
394,RED,32,Shen,Cassiopeia,2016,Summer,Shen/Cassiopeia
396,RED,32,Cassiopeia,Elise,2016,Spring,Cassiopeia/Elise
402,RED,32,Nidalee,Alistar,2016,Spring,Nidalee/Alistar
404,RED,32,Caitlyn,Braum,2016,Summer,Caitlyn/Braum
405,RED,32,Caitlyn,Karma,2016,Spring,Caitlyn/Karma
410,BLUE,32,Nautilus,Lucian,2016,Spring,Nautilus/Lucian
416,BLUE,32,Ryze,Karma,2016,Summer,Ryze/Karma
417,BLUE,32,Graves,Ashe,2016,Summer,Graves/Ashe
418,BLUE,32,Nidalee,Ezreal,2016,Spring,Nidalee/Ezreal
422,RED,31,Fiora,Elise,2016,Spring,Fiora/Elise
424,RED,31,Trundle,Braum,2016,Summer,Trundle/Braum
426,RED,31,Syndra,Elise,2016,Spring,Syndra/Elise
427,RED,31,Cassiopeia,Sivir,2016,Summer,Cassiopeia/Sivir
428,RED,31,Corki,Jhin,2016,Spring,Corki/Jhin
430,RED,31,Gragas,Ezreal,2016,Spring,Gragas/Ezreal
435,BLUE,31,Lulu,Elise,2016,Spring,Lulu/Elise
437,BLUE,31,Nautilus,Ezreal,2016,Spring,Nautilus/Ezreal
444,BLUE,31,Gragas,TahmKench,2016,Summer,Gragas/TahmKench
445,BLUE,31,Ashe,TahmKench,2016,Summer,Ashe/TahmKench
448,RED,30,Trundle,Karma,2016,Summer,Trundle/Karma
450,RED,30,Gangplank,Alistar,2016,Spring,Gangplank/Alistar
456,RED,30,Azir,Ezreal,2016,Summer,Azir/Ezreal
459,RED,30,Viktor,Ezreal,2016,Summer,Viktor/Ezreal
461,RED,30,Viktor,Karma,2016,Summer,Viktor/Karma
462,RED,30,LeeSin,Caitlyn,2016,Summer,LeeSin/Caitlyn
469,BLUE,30,Shen,Graves,2016,Summer,Shen/Graves
478,BLUE,30,Poppy,Kalista,2016,Spring,Poppy/Kalista
481,BLUE,30,Poppy,Alistar,2016,Spring,Poppy/Alistar
483,BLUE,30,Corki,Gragas,2016,Spring,Corki/Gragas
493,RED,29,JarvanIV,Gragas,2016,Summer,JarvanIV/Gragas
494,RED,29,Ekko,Sivir,2016,Summer,Ekko/Sivir
495,RED,29,Graves,Sivir,2016,Spring,Graves/Sivir
496,RED,29,Poppy,Lucian,2016,Spring,Poppy/Lucian
497,RED,29,Shen,Braum,2016,Summer,Shen/Braum
498,RED,29,Syndra,Gragas,2016,Summer,Syndra/Gragas
499,RED,29,Viktor,LeeSin,2016,Spring,Viktor/LeeSin
503,RED,29,RekSai,Caitlyn,2016,Summer,RekSai/Caitlyn
504,RED,29,Gragas,TahmKench,2016,Summer,Gragas/TahmKench
505,RED,29,Graves,Braum,2016,Summer,Graves/Braum
507,RED,29,RekSai,Zyra,2016,Summer,RekSai/Zyra
511,BLUE,29,Poppy,Graves,2016,Spring,Poppy/Graves
512,BLUE,29,Gnar,Karma,2016,Summer,Gnar/Karma
518,BLUE,29,Poppy,Ezreal,2016,Spring,Poppy/Ezreal
520,BLUE,29,Shen,Lucian,2016,Summer,Shen/Lucian
522,BLUE,29,Gragas,Bard,2016,Summer,Gragas/Bard
536,BLUE,29,Ezreal,Bard,2016,Spring,Ezreal/Bard
538,BLUE,29,Lucian,Trundle,2016,Spring,Lucian/Trundle
539,RED,28,Irelia,RekSai,2016,Summer,Irelia/RekSai
548,RED,28,Leblanc,Braum,2016,Summer,Leblanc/Braum
550,RED,28,LeeSin,Lucian,2016,Spring,LeeSin/Lucian
554,RED,28,Lucian,Karma,2016,Summer,Lucian/Karma
558,BLUE,28,Gnar,Syndra,2016,Summer,Gnar/Syndra
560,BLUE,28,Gnar,Ezreal,2016,Summer,Gnar/Ezreal
561,BLUE,28,Gnar,Lucian,2016,Spring,Gnar/Lucian
562,BLUE,28,Graves,Kalista,2016,Spring,Graves/Kalista
564,BLUE,28,Graves,Alistar,2016,Spring,Graves/Alistar
565,BLUE,28,Maokai,Zyra,2016,Summer,Maokai/Zyra
569,BLUE,28,Leblanc,Gragas,2016,Spring,Leblanc/Gragas
571,BLUE,28,Vladimir,Gragas,2016,Summer,Vladimir/Gragas
572,BLUE,28,Orianna,Lucian,2016,Spring,Orianna/Lucian
574,BLUE,28,Viktor,Jhin,2016,Summer,Viktor/Jhin
575,BLUE,28,Vladimir,Ashe,2016,Summer,Vladimir/Ashe
577,BLUE,28,Viktor,Bard,2016,Spring,Viktor/Bard
586,RED,27,Ekko,Braum,2016,Summer,Ekko/Braum
590,RED,27,Leblanc,Elise,2016,Spring,Leblanc/Elise
593,RED,27,Cassiopeia,Karma,2016,Summer,Cassiopeia/Karma
595,RED,27,Gragas,Caitlyn,2016,Spring,Gragas/Caitlyn
596,RED,27,Gragas,KogMaw,2016,Summer,Gragas/KogMaw
597,RED,27,Graves,Lucian,2016,Summer,Graves/Lucian
602,BLUE,27,Gangplank,RekSai,2016,Spring,Gangplank/RekSai
605,BLUE,27,Gnar,Cassiopeia,2016,Summer,Gnar/Cassiopeia
607,BLUE,27,Shen,Viktor,2016,Summer,Shen/Viktor
608,BLUE,27,Nautilus,Karma,2016,Spring,Nautilus/Karma
610,BLUE,27,Azir,Karma,2016,Summer,Azir/Karma
612,BLUE,27,Ryze,Braum,2016,Summer,Ryze/Braum
617,RED,26,Nautilus,Elise,2016,Spring,Nautilus/Elise
620,RED,26,Graves,Alistar,2016,Spring,Graves/Alistar
621,RED,26,Ryze,RekSai,2016,Spring,Ryze/RekSai
623,RED,26,Taliyah,Elise,2016,Summer,Taliyah/Elise
625,RED,26,Azir,Lucian,2016,Summer,Azir/Lucian
630,RED,26,Elise,Bard,2016,Summer,Elise/Bard
637,BLUE,26,Taliyah,RekSai,2016,Summer,Taliyah/RekSai
646,BLUE,26,Gangplank,Braum,2016,Spring,Gangplank/Braum
647,BLUE,26,Gnar,TahmKench,2016,Summer,Gnar/TahmKench
650,BLUE,26,Corki,Caitlyn,2016,Spring,Corki/Caitlyn
651,BLUE,26,Syndra,Ezreal,2016,Spring,Syndra/Ezreal
655,BLUE,26,Graves,Caitlyn,2016,Spring,Graves/Caitlyn
662,RED,25,Irelia,Karma,2016,Summer,Irelia/Karma
665,RED,25,Gnar,Jhin,2016,Summer,Gnar/Jhin
666,RED,25,Fiora,Alistar,2016,Spring,Fiora/Alistar
672,RED,25,Cassiopeia,Alistar,2016,Spring,Cassiopeia/Alistar
674,RED,25,Nidalee,Lucian,2016,Summer,Nidalee/Lucian
677,RED,25,Ashe,TahmKench,2016,Summer,Ashe/TahmKench
679,RED,25,Lucian,Trundle,2016,Summer,Lucian/Trundle
683,BLUE,25,Trundle,RekSai,2016,Summer,Trundle/RekSai
684,BLUE,25,Poppy,Azir,2016,Summer,Poppy/Azir
687,BLUE,25,Fiora,Lucian,2016,Spring,Fiora/Lucian
691,BLUE,25,Maokai,Caitlyn,2016,Summer,Maokai/Caitlyn
693,BLUE,25,Taliyah,Jhin,2016,Summer,Taliyah/Jhin
694,BLUE,25,Trundle,Jhin,2016,Spring,Trundle/Jhin
695,BLUE,25,Trundle,Lucian,2016,Spring,Trundle/Lucian
696,BLUE,25,Trundle,Sivir,2016,Summer,Trundle/Sivir
698,BLUE,25,Nautilus,Thresh,2016,Spring,Nautilus/Thresh
699,BLUE,25,Corki,RekSai,2016,Spring,Corki/RekSai
703,BLUE,25,LeeSin,Jhin,2016,Spring,LeeSin/Jhin
709,BLUE,25,Caitlyn,Bard,2016,Spring,Caitlyn/Bard
711,RED,24,Fiora,RekSai,2016,Summer,Fiora/RekSai
712,RED,24,Irelia,Elise,2016,Summer,Irelia/Elise
715,RED,24,Ryze,Elise,2016,Spring,Ryze/Elise
722,RED,24,Graves,Kalista,2016,Spring,Graves/Kalista
726,RED,24,Shen,Lucian,2016,Summer,Shen/Lucian
727,RED,24,Trundle,Ezreal,2016,Summer,Trundle/Ezreal
737,BLUE,24,Poppy,Nidalee,2016,Spring,Poppy/Nidalee
738,BLUE,24,Poppy,RekSai,2016,Spring,Poppy/RekSai
743,BLUE,24,Vladimir,Jhin,2016,Summer,Vladimir/Jhin
747,BLUE,24,Shen,Bard,2016,Summer,Shen/Bard
748,BLUE,24,Trundle,Bard,2016,Spring,Trundle/Bard
750,BLUE,24,Orianna,RekSai,2016,Spring,Orianna/RekSai
753,BLUE,24,Cassiopeia,Jhin,2016,Summer,Cassiopeia/Jhin
755,BLUE,24,Corki,Alistar,2016,Spring,Corki/Alistar
756,BLUE,24,Leblanc,Braum,2016,Spring,Leblanc/Braum
759,BLUE,24,LeeSin,Lucian,2016,Spring,LeeSin/Lucian
763,BLUE,24,Ezreal,Nami,2016,Summer,Ezreal/Nami
768,RED,23,Fiora,Kalista,2016,Spring,Fiora/Kalista
769,RED,23,Irelia,Lucian,2016,Summer,Irelia/Lucian
772,RED,23,Irelia,Braum,2016,Summer,Irelia/Braum
775,RED,23,Poppy,Alistar,2016,Spring,Poppy/Alistar
777,RED,23,Syndra,RekSai,2016,Summer,Syndra/RekSai
780,RED,23,Viktor,Kalista,2016,Spring,Viktor/Kalista
782,RED,23,Azir,Bard,2016,Summer,Azir/Bard
787,RED,23,LeeSin,Kalista,2016,Spring,LeeSin/Kalista
790,RED,23,RekSai,Nami,2016,Summer,RekSai/Nami
792,RED,23,Ashe,Nami,2016,Summer,Ashe/Nami
795,RED,23,Lucian,Bard,2016,Summer,Lucian/Bard
797,BLUE,23,Nautilus,LeeSin,2016,Spring,Nautilus/LeeSin
801,BLUE,23,Trundle,Nidalee,2016,Spring,Trundle/Nidalee
808,BLUE,23,Trundle,Viktor,2016,Summer,Trundle/Viktor
813,BLUE,23,Azir,Kindred,2016,Summer,Azir/Kindred
817,BLUE,23,Taliyah,Gragas,2016,Summer,Taliyah/Gragas
818,BLUE,23,Cassiopeia,Ashe,2016,Summer,Cassiopeia/Ashe
821,BLUE,23,Cassiopeia,Braum,2016,Summer,Cassiopeia/Braum
823,BLUE,23,Elise,Corki,2016,Spring,Elise/Corki
828,BLUE,23,Elise,Morgana,2016,Summer,Elise/Morgana
829,BLUE,23,Elise,Zyra,2016,Summer,Elise/Zyra
830,BLUE,23,Kindred,Alistar,2016,Spring,Kindred/Alistar
831,BLUE,23,RekSai,TahmKench,2016,Summer,RekSai/TahmKench
835,RED,22,Fiora,Gragas,2016,Summer,Fiora/Gragas
836,RED,22,Lissandra,RekSai,2016,Spring,Lissandra/RekSai
838,RED,22,Fiora,Lucian,2016,Spring,Fiora/Lucian
844,RED,22,Ryze,Braum,2016,Summer,Ryze/Braum
845,RED,22,Corki,Elise,2016,Spring,Corki/Elise
846,RED,22,Corki,LeeSin,2016,Spring,Corki/LeeSin
849,RED,22,Vladimir,Gragas,2016,Summer,Vladimir/Gragas
853,RED,22,Leblanc,Ashe,2016,Summer,Leblanc/Ashe
860,RED,22,Jhin,Bard,2016,Summer,Jhin/Bard
862,BLUE,22,Ryze,Elise,2016,Summer,Ryze/Elise
863,BLUE,22,Poppy,Corki,2016,Spring,Poppy/Corki
864,BLUE,22,Shen,Cassiopeia,2016,Summer,Shen/Cassiopeia
867,BLUE,22,Ekko,Sivir,2016,Summer,Ekko/Sivir
872,BLUE,22,Ekko,Braum,2016,Summer,Ekko/Braum
873,BLUE,22,Gangplank,Alistar,2016,Spring,Gangplank/Alistar
875,BLUE,22,Taliyah,Karma,2016,Summer,Taliyah/Karma
879,BLUE,22,Vladimir,Elise,2016,Summer,Vladimir/Elise
880,BLUE,22,Cassiopeia,Caitlyn,2016,Summer,Cassiopeia/Caitlyn
885,BLUE,22,Vladimir,Lucian,2016,Summer,Vladimir/Lucian
886,BLUE,22,Lissandra,Alistar,2016,Spring,Lissandra/Alistar
887,BLUE,22,Lulu,Alistar,2016,Spring,Lulu/Alistar
888,BLUE,22,Viktor,Karma,2016,Summer,Viktor/Karma
889,BLUE,22,Nidalee,Ashe,2016,Summer,Nidalee/Ashe
890,BLUE,22,Nidalee,Jhin,2016,Summer,Nidalee/Jhin
894,BLUE,22,Nidalee,Bard,2016,Spring,Nidalee/Bard
896,BLUE,22,Lucian,Karma,2016,Summer,Lucian/Karma
897,BLUE,22,Lucian,Nami,2016,Summer,Lucian/Nami
902,RED,21,Trundle,RekSai,2016,Summer,Trundle/RekSai
904,RED,21,Shen,Leblanc,2016,Spring,Shen/Leblanc
905,RED,21,Shen,Syndra,2016,Summer,Shen/Syndra
907,RED,21,Rumble,Ashe,2016,Summer,Rumble/Ashe
908,RED,21,Trundle,Lucian,2016,Summer,Trundle/Lucian
909,RED,21,Fiora,Thresh,2016,Spring,Fiora/Thresh
915,RED,21,Corki,Caitlyn,2016,Spring,Corki/Caitlyn
917,RED,21,Viktor,Jhin,2016,Summer,Viktor/Jhin
918,RED,21,Vladimir,Sivir,2016,Summer,Vladimir/Sivir
922,RED,21,Elise,Trundle,2016,Spring,Elise/Trundle
927,BLUE,21,Gragas,Khazix,2016,Summer,Gragas/Khazix
928,BLUE,21,Irelia,Gragas,2016,Summer,Irelia/Gragas
931,BLUE,21,Rumble,Elise,2016,Summer,Rumble/Elise
932,BLUE,21,Poppy,Viktor,2016,Spring,Poppy/Viktor
935,BLUE,21,Trundle,Azir,2016,Summer,Trundle/Azir
938,BLUE,21,Fiora,Kalista,2016,Spring,Fiora/Kalista
939,BLUE,21,Gangplank,Jhin,2016,Summer,Gangplank/Jhin
943,BLUE,21,Ryze,Caitlyn,2016,Summer,Ryze/Caitlyn
944,BLUE,21,Fiora,Thresh,2016,Summer,Fiora/Thresh
945,BLUE,21,Irelia,Braum,2016,Summer,Irelia/Braum
947,BLUE,21,Ahri,Lucian,2016,Spring,Ahri/Lucian
949,BLUE,21,Leblanc,Ashe,2016,Summer,Leblanc/Ashe
952,BLUE,21,Viktor,Caitlyn,2016,Summer,Viktor/Caitlyn
953,BLUE,21,Cassiopeia,Alistar,2016,Summer,Cassiopeia/Alistar
955,BLUE,21,Lulu,Braum,2016,Spring,Lulu/Braum
962,BLUE,21,Elise,Trundle,2016,Spring,Elise/Trundle
964,BLUE,21,RekSai,Trundle,2016,Summer,RekSai/Trundle
969,BLUE,21,Caitlyn,Zyra,2016,Summer,Caitlyn/Zyra
970,RED,20,Ekko,RekSai,2016,Summer,Ekko/RekSai
971,RED,20,Nautilus,Corki,2016,Spring,Nautilus/Corki
973,RED,20,Shen,Viktor,2016,Summer,Shen/Viktor
974,RED,20,Trundle,Azir,2016,Spring,Trundle/Azir
979,RED,20,Rumble,Jhin,2016,Summer,Rumble/Jhin
980,RED,20,Ryze,Lucian,2016,Summer,Ryze/Lucian
982,RED,20,Trundle,Ashe,2016,Summer,Trundle/Ashe
984,RED,20,Graves,Trundle,2016,Spring,Graves/Trundle
988,RED,20,Olaf,Karma,2016,Summer,Olaf/Karma
994,RED,20,Lulu,Lucian,2016,Spring,Lulu/Lucian
995,RED,20,Orianna,Kalista,2016,Spring,Orianna/Kalista
998,RED,20,Lulu,Alistar,2016,Spring,Lulu/Alistar
