,time,quantidade_vitorias,champ1,champ2,ano,season,champComp
46,BLUE,61,Elise,Ashe,2015,Summer,Elise/Ashe
47,BLUE,61,Kalista,Braum,2015,Summer,Kalista/Braum
51,BLUE,60,Corki,Thresh,2015,Spring,Corki/Thresh
52,RED,59,Gnar,RekSai,2015,Summer,Gnar/RekSai
55,RED,59,Sivir,Alistar,2015,Summer,Sivir/Alistar
56,BLUE,59,Elise,Alistar,2015,Summer,Elise/Alistar
62,BLUE,57,Khazix,Varus,2015,Summer,Khazix/Varus
63,BLUE,56,Azir,Sivir,2015,Summer,Azir/Sivir
64,BLUE,56,Nidalee,Braum,2015,Summer,Nidalee/Braum
65,BLUE,56,Sivir,Alistar,2015,Spring,Sivir/Alistar
66,RED,55,Orianna,Thresh,2015,Summer,Orianna/Thresh
67,RED,55,Elise,Sivir,2015,Summer,Elise/Sivir
68,RED,55,RekSai,Kalista,2015,Summer,RekSai/Kalista
70,RED,55,Sivir,Braum,2015,Spring,Sivir/Braum
73,BLUE,55,LeeSin,Ashe,2015,Summer,LeeSin/Ashe
74,RED,54,Gnar,Sivir,2015,Summer,Gnar/Sivir
75,BLUE,54,Gnar,Alistar,2015,Summer,Gnar/Alistar
76,BLUE,54,Varus,Braum,2015,Summer,Varus/Braum
78,RED,53,Maokai,Thresh,2015,Spring,Maokai/Thresh
79,RED,53,Viktor,Braum,2015,Summer,Viktor/Braum
82,BLUE,53,Azir,Braum,2015,Summer,Azir/Braum
83,BLUE,53,Gragas,Tristana,2015,Summer,Gragas/Tristana
85,RED,52,Gragas,Kalista,2015,Summer,Gragas/Kalista
87,BLUE,52,Maokai,Varus,2015,Summer,Maokai/Varus
91,RED,51,Sivir,Thresh,2015,Spring,Sivir/Thresh
92,BLUE,51,Shen,Gragas,2015,Summer,Shen/Gragas
93,BLUE,51,Gnar,Braum,2015,Summer,Gnar/Braum
94,BLUE,51,Azir,Gragas,2015,Summer,Azir/Gragas
98,RED,50,Maokai,Braum,2015,Spring,Maokai/Braum
99,RED,50,Orianna,LeeSin,2015,Summer,Orianna/LeeSin
101,BLUE,50,Shen,Braum,2015,Summer,Shen/Braum
102,BLUE,50,Azir,RekSai,2015,Summer,Azir/RekSai
104,BLUE,50,Azir,Alistar,2015,Summer,Azir/Alistar
106,RED,49,Azir,RekSai,2015,Summer,Azir/RekSai
109,BLUE,49,Maokai,Khazix,2015,Summer,Maokai/Khazix
112,BLUE,49,Orianna,Varus,2015,Summer,Orianna/Varus
115,BLUE,49,Gragas,Alistar,2015,Summer,Gragas/Alistar
122,BLUE,48,Shen,Ashe,2015,Summer,Shen/Ashe
124,BLUE,48,Nidalee,Alistar,2015,Summer,Nidalee/Alistar
125,BLUE,48,Ashe,Braum,2015,Summer,Ashe/Braum
126,RED,47,Gragas,Ashe,2015,Summer,Gragas/Ashe
128,RED,47,Gragas,Janna,2015,Summer,Gragas/Janna
131,BLUE,47,Gnar,Sivir,2015,Summer,Gnar/Sivir
133,BLUE,47,Maokai,Alistar,2015,Summer,Maokai/Alistar
134,BLUE,47,Maokai,Karma,2015,Summer,Maokai/Karma
141,RED,46,Gnar,Braum,2015,Summer,Gnar/Braum
142,RED,46,Cassiopeia,Gragas,2015,Summer,Cassiopeia/Gragas
144,RED,46,Gragas,Lucian,2015,Spring,Gragas/Lucian
145,RED,46,Gragas,Tristana,2015,Summer,Gragas/Tristana
146,BLUE,46,Rumble,Thresh,2015,Spring,Rumble/Thresh
150,BLUE,45,Rumble,Corki,2015,Spring,Rumble/Corki
152,BLUE,45,Orianna,Ashe,2015,Summer,Orianna/Ashe
153,BLUE,45,Orianna,Thresh,2015,Spring,Orianna/Thresh
154,BLUE,45,Viktor,Braum,2015,Summer,Viktor/Braum
155,BLUE,45,RekSai,Corki,2015,Spring,RekSai/Corki
156,BLUE,45,Gragas,Janna,2015,Summer,Gragas/Janna
157,RED,44,Rumble,RekSai,2015,Summer,Rumble/RekSai
162,BLUE,44,Maokai,Braum,2015,Summer,Maokai/Braum
163,BLUE,44,Orianna,Gragas,2015,Summer,Orianna/Gragas
164,BLUE,44,Viktor,Gragas,2015,Summer,Viktor/Gragas
168,BLUE,44,Gragas,Ezreal,2015,Summer,Gragas/Ezreal
173,RED,43,Gnar,Thresh,2015,Spring,Gnar/Thresh
174,RED,43,Corki,Gragas,2015,Spring,Corki/Gragas
175,RED,43,Viktor,Gragas,2015,Summer,Viktor/Gragas
176,RED,43,Ezreal,Alistar,2015,Summer,Ezreal/Alistar
177,RED,43,Ashe,Braum,2015,Summer,Ashe/Braum
179,BLUE,43,Maokai,LeeSin,2015,Summer,Maokai/LeeSin
180,BLUE,43,Shen,Elise,2015,Summer,Shen/Elise
181,BLUE,43,Shen,RekSai,2015,Summer,Shen/RekSai
182,BLUE,43,Maokai,Kalista,2015,Spring,Maokai/Kalista
183,BLUE,43,Viktor,Sivir,2015,Summer,Viktor/Sivir
185,RED,42,Gnar,Alistar,2015,Summer,Gnar/Alistar
186,RED,42,Orianna,Gragas,2015,Summer,Orianna/Gragas
192,BLUE,42,Maokai,Corki,2015,Spring,Maokai/Corki
193,BLUE,42,Maokai,Janna,2015,Spring,Maokai/Janna
194,BLUE,42,Viktor,Kalista,2015,Summer,Viktor/Kalista
195,BLUE,42,Elise,Tristana,2015,Summer,Elise/Tristana
197,RED,41,Gnar,Elise,2015,Summer,Gnar/Elise
199,RED,41,Orianna,Elise,2015,Summer,Orianna/Elise
202,RED,41,Elise,Karma,2015,Summer,Elise/Karma
203,RED,41,RekSai,Bard,2015,Summer,RekSai/Bard
204,RED,41,Lucian,Thresh,2015,Spring,Lucian/Thresh
207,BLUE,41,Maokai,Azir,2015,Summer,Maokai/Azir
208,BLUE,41,Gnar,Kalista,2015,Summer,Gnar/Kalista
209,BLUE,41,Maokai,Lucian,2015,Spring,Maokai/Lucian
213,BLUE,41,Gragas,Karma,2015,Summer,Gragas/Karma
215,BLUE,41,Corki,Alistar,2015,Summer,Corki/Alistar
216,RED,40,Maokai,LeeSin,2015,Spring,Maokai/LeeSin
219,RED,40,Maokai,Alistar,2015,Summer,Maokai/Alistar
231,RED,39,Maokai,Gragas,2015,Summer,Maokai/Gragas
239,BLUE,39,Leblanc,RekSai,2015,Spring,Leblanc/RekSai
241,BLUE,39,Viktor,Ashe,2015,Summer,Viktor/Ashe
242,BLUE,39,Corki,Janna,2015,Spring,Corki/Janna
246,BLUE,39,RekSai,Janna,2015,Spring,RekSai/Janna
248,BLUE,39,Sivir,Thresh,2015,Summer,Sivir/Thresh
249,BLUE,39,Tristana,Braum,2015,Summer,Tristana/Braum
251,RED,38,Maokai,Karma,2015,Summer,Maokai/Karma
252,RED,38,Rumble,Thresh,2015,Summer,Rumble/Thresh
253,RED,38,Azir,Braum,2015,Summer,Azir/Braum
256,BLUE,38,Maokai,Nidalee,2015,Spring,Maokai/Nidalee
260,BLUE,38,Rumble,Jayce,2015,Summer,Rumble/Jayce
263,BLUE,38,Shen,Sivir,2015,Summer,Shen/Sivir
266,BLUE,38,Khazix,Braum,2015,Summer,Khazix/Braum
270,BLUE,38,Tristana,Alistar,2015,Summer,Tristana/Alistar
272,RED,37,Maokai,Lucian,2015,Spring,Maokai/Lucian
273,RED,37,Rumble,Sivir,2015,Spring,Rumble/Sivir
274,RED,37,Azir,Sivir,2015,Summer,Azir/Sivir
281,RED,37,RekSai,Corki,2015,Spring,RekSai/Corki
283,BLUE,37,Lissandra,RekSai,2015,Spring,Lissandra/RekSai
284,BLUE,37,Maokai,Gragas,2015,Summer,Maokai/Gragas
286,BLUE,37,Maokai,Viktor,2015,Summer,Maokai/Viktor
290,BLUE,37,Orianna,LeeSin,2015,Summer,Orianna/LeeSin
297,RED,36,Gnar,Ashe,2015,Summer,Gnar/Ashe
298,RED,36,Gragas,Corki,2015,Summer,Gragas/Corki
300,RED,36,Azir,Elise,2015,Summer,Azir/Elise
303,BLUE,36,Gnar,Thresh,2015,Summer,Gnar/Thresh
306,BLUE,36,Orianna,Rengar,2015,Summer,Orianna/Rengar
308,BLUE,36,Orianna,Braum,2015,Summer,Orianna/Braum
311,BLUE,36,Viktor,Alistar,2015,Summer,Viktor/Alistar
312,BLUE,36,Viktor,Thresh,2015,Summer,Viktor/Thresh
314,BLUE,36,Rengar,Karma,2015,Summer,Rengar/Karma
322,BLUE,35,Rumble,Alistar,2015,Summer,Rumble/Alistar
323,BLUE,35,Azir,Elise,2015,Summer,Azir/Elise
332,RED,34,Maokai,Janna,2015,Spring,Maokai/Janna
333,RED,34,Leblanc,RekSai,2015,Summer,Leblanc/RekSai
335,RED,34,Viktor,Alistar,2015,Summer,Viktor/Alistar
341,BLUE,34,Gnar,Azir,2015,Spring,Gnar/Azir
346,BLUE,34,JarvanIV,Janna,2015,Spring,JarvanIV/Janna
347,BLUE,34,Shen,Thresh,2015,Summer,Shen/Thresh
351,BLUE,34,Orianna,Kalista,2015,Summer,Orianna/Kalista
353,BLUE,34,Leblanc,Thresh,2015,Spring,Leblanc/Thresh
357,BLUE,34,Lucian,Thresh,2015,Summer,Lucian/Thresh
358,BLUE,34,Sivir,Janna,2015,Spring,Sivir/Janna
361,RED,33,Rumble,LeeSin,2015,Spring,Rumble/LeeSin
363,RED,33,Maokai,Kalista,2015,Spring,Maokai/Kalista
367,RED,33,Leblanc,Sivir,2015,Spring,Leblanc/Sivir
374,BLUE,33,Lulu,RekSai,2015,Spring,Lulu/RekSai
377,BLUE,33,Rumble,Sivir,2015,Spring,Rumble/Sivir
381,BLUE,33,Rumble,Braum,2015,Spring,Rumble/Braum
383,BLUE,33,Vladimir,RekSai,2015,Summer,Vladimir/RekSai
384,BLUE,33,Azir,Ezreal,2015,Summer,Azir/Ezreal
391,RED,32,Gnar,Cassiopeia,2015,Summer,Gnar/Cassiopeia
392,RED,32,Maokai,Azir,2015,Summer,Maokai/Azir
393,RED,32,Maokai,Orianna,2015,Summer,Maokai/Orianna
398,RED,32,Viktor,Ashe,2015,Summer,Viktor/Ashe
399,RED,32,Leblanc,Alistar,2015,Summer,Leblanc/Alistar
401,RED,32,JarvanIV,Thresh,2015,Spring,JarvanIV/Thresh
403,RED,32,Nidalee,Braum,2015,Summer,Nidalee/Braum
407,BLUE,32,Maokai,JarvanIV,2015,Spring,Maokai/JarvanIV
408,BLUE,32,Maokai,Orianna,2015,Summer,Maokai/Orianna
409,BLUE,32,Lissandra,Sivir,2015,Spring,Lissandra/Sivir
415,BLUE,32,Vladimir,Sivir,2015,Spring,Vladimir/Sivir
420,BLUE,32,Gragas,Morgana,2015,Summer,Gragas/Morgana
421,BLUE,32,RekSai,Morgana,2015,Spring,RekSai/Morgana
423,RED,31,Shen,Sivir,2015,Summer,Shen/Sivir
425,RED,31,Azir,Gragas,2015,Summer,Azir/Gragas
429,RED,31,Ahri,Thresh,2015,Summer,Ahri/Thresh
431,RED,31,Gragas,Bard,2015,Summer,Gragas/Bard
433,RED,31,Corki,Alistar,2015,Summer,Corki/Alistar
438,BLUE,31,Nidalee,Sivir,2015,Spring,Nidalee/Sivir
442,BLUE,31,Leblanc,Kalista,2015,Spring,Leblanc/Kalista
446,RED,30,Rumble,Gragas,2015,Summer,Rumble/Gragas
449,RED,30,Maokai,Ashe,2015,Summer,Maokai/Ashe
451,RED,30,Rumble,Alistar,2015,Spring,Rumble/Alistar
453,RED,30,Leblanc,Gragas,2015,Summer,Leblanc/Gragas
458,RED,30,Orianna,Tristana,2015,Summer,Orianna/Tristana
460,RED,30,Orianna,Karma,2015,Summer,Orianna/Karma
464,RED,30,Sivir,Bard,2015,Summer,Sivir/Bard
465,RED,30,Tristana,Alistar,2015,Summer,Tristana/Alistar
466,BLUE,30,Ekko,RekSai,2015,Summer,Ekko/RekSai
467,BLUE,30,Gnar,Nidalee,2015,Summer,Gnar/Nidalee
468,BLUE,30,Maokai,Rengar,2015,Summer,Maokai/Rengar
471,BLUE,30,Maokai,Ahri,2015,Spring,Maokai/Ahri
474,BLUE,30,Gnar,Tristana,2015,Spring,Gnar/Tristana
477,BLUE,30,Maokai,Ashe,2015,Summer,Maokai/Ashe
480,BLUE,30,Lulu,Thresh,2015,Spring,Lulu/Thresh
485,BLUE,30,Ahri,Thresh,2015,Spring,Ahri/Thresh
486,BLUE,30,JarvanIV,Thresh,2015,Spring,JarvanIV/Thresh
491,BLUE,30,Kalista,Morgana,2015,Summer,Kalista/Morgana
492,BLUE,30,Lucian,Janna,2015,Spring,Lucian/Janna
500,RED,29,Corki,Kalista,2015,Spring,Corki/Kalista
501,RED,29,TwistedFate,Sivir,2015,Summer,TwistedFate/Sivir
508,RED,29,Lucian,Janna,2015,Spring,Lucian/Janna
509,RED,29,Tristana,Thresh,2015,Summer,Tristana/Thresh
515,BLUE,29,Shen,Orianna,2015,Summer,Shen/Orianna
516,BLUE,29,Gnar,Ashe,2015,Summer,Gnar/Ashe
517,BLUE,29,Irelia,Sivir,2015,Spring,Irelia/Sivir
519,BLUE,29,Rumble,Kalista,2015,Summer,Rumble/Kalista
521,BLUE,29,Cassiopeia,Thresh,2015,Summer,Cassiopeia/Thresh
526,BLUE,29,Leblanc,Sivir,2015,Summer,Leblanc/Sivir
529,BLUE,29,Azir,Thresh,2015,Summer,Azir/Thresh
531,BLUE,29,JarvanIV,Kalista,2015,Spring,JarvanIV/Kalista
532,BLUE,29,LeeSin,Sivir,2015,Spring,LeeSin/Sivir
535,BLUE,29,Ashe,Alistar,2015,Summer,Ashe/Alistar
540,RED,28,Maokai,Nidalee,2015,Spring,Maokai/Nidalee
542,RED,28,Shen,LeeSin,2015,Summer,Shen/LeeSin
543,RED,28,Irelia,Sivir,2015,Spring,Irelia/Sivir
547,RED,28,Leblanc,Lucian,2015,Spring,Leblanc/Lucian
555,RED,28,Sivir,Nautilus,2015,Spring,Sivir/Nautilus
557,BLUE,28,Gnar,JarvanIV,2015,Spring,Gnar/JarvanIV
579,BLUE,28,Sivir,Nautilus,2015,Summer,Sivir/Nautilus
580,RED,27,Maokai,Elise,2015,Summer,Maokai/Elise
583,RED,27,Shen,Elise,2015,Summer,Shen/Elise
584,RED,27,Gnar,Azir,2015,Summer,Gnar/Azir
592,RED,27,Nidalee,Kalista,2015,Spring,Nidalee/Kalista
594,RED,27,Leblanc,Thresh,2015,Spring,Leblanc/Thresh
598,RED,27,RekSai,Janna,2015,Spring,RekSai/Janna
599,RED,27,Sivir,Annie,2015,Spring,Sivir/Annie
600,RED,27,Sivir,Janna,2015,Spring,Sivir/Janna
609,BLUE,27,Rumble,Janna,2015,Spring,Rumble/Janna
611,BLUE,27,Orianna,Alistar,2015,Summer,Orianna/Alistar
628,RED,26,Viktor,Thresh,2015,Spring,Viktor/Thresh
629,RED,26,Elise,Tristana,2015,Summer,Elise/Tristana
631,RED,26,JarvanIV,Janna,2015,Spring,JarvanIV/Janna
633,RED,26,Sejuani,Braum,2015,Spring,Sejuani/Braum
634,BLUE,26,Irelia,RekSai,2015,Spring,Irelia/RekSai
635,BLUE,26,Rumble,Gragas,2015,Summer,Rumble/Gragas
642,BLUE,26,Gragas,Corki,2015,Spring,Gragas/Corki
644,BLUE,26,Renekton,Caitlyn,2015,Spring,Renekton/Caitlyn
645,BLUE,26,Shen,Tristana,2015,Summer,Shen/Tristana
648,BLUE,26,Leblanc,LeeSin,2015,Spring,Leblanc/LeeSin
653,BLUE,26,Zed,Corki,2015,Spring,Zed/Corki
654,BLUE,26,Orianna,Karma,2015,Summer,Orianna/Karma
656,BLUE,26,JarvanIV,Sivir,2015,Spring,JarvanIV/Sivir
657,BLUE,26,KogMaw,Janna,2015,Summer,KogMaw/Janna
658,BLUE,26,Sivir,Annie,2015,Spring,Sivir/Annie
660,RED,25,Lulu,RekSai,2015,Spring,Lulu/RekSai
661,RED,25,Gnar,Viktor,2015,Summer,Gnar/Viktor
663,RED,25,Maokai,Ahri,2015,Spring,Maokai/Ahri
667,RED,25,Shen,Alistar,2015,Summer,Shen/Alistar
668,RED,25,Orianna,RekSai,2015,Spring,Orianna/RekSai
670,RED,25,Ahri,Lucian,2015,Spring,Ahri/Lucian
671,RED,25,Cassiopeia,Kalista,2015,Spring,Cassiopeia/Kalista
673,RED,25,Varus,Alistar,2015,Summer,Varus/Alistar
676,RED,25,Gragas,Morgana,2015,Summer,Gragas/Morgana
680,RED,25,Tristana,Braum,2015,Spring,Tristana/Braum
685,BLUE,25,Shen,Azir,2015,Summer,Shen/Azir
690,BLUE,25,Lissandra,Kalista,2015,Spring,Lissandra/Kalista
700,BLUE,25,Ahri,Kalista,2015,Spring,Ahri/Kalista
701,BLUE,25,Azir,Kalista,2015,Summer,Azir/Kalista
706,BLUE,25,LeeSin,Lulu,2015,Spring,LeeSin/Lulu
707,BLUE,25,RekSai,Nami,2015,Spring,RekSai/Nami
717,RED,24,Gnar,Ezreal,2015,Summer,Gnar/Ezreal
718,RED,24,Gnar,Orianna,2015,Summer,Gnar/Orianna
720,RED,24,Gnar,Kalista,2015,Summer,Gnar/Kalista
721,RED,24,Gnar,Tristana,2015,Summer,Gnar/Tristana
723,RED,24,Lissandra,Kalista,2015,Spring,Lissandra/Kalista
724,RED,24,Nautilus,Lucian,2015,Summer,Nautilus/Lucian
729,RED,24,TwistedFate,RekSai,2015,Summer,TwistedFate/RekSai
731,RED,24,Orianna,Braum,2015,Summer,Orianna/Braum
732,RED,24,Orianna,Janna,2015,Summer,Orianna/Janna
733,RED,24,LeeSin,Alistar,2015,Summer,LeeSin/Alistar
736,BLUE,24,Fizz,RekSai,2015,Spring,Fizz/RekSai
741,BLUE,24,Gnar,Orianna,2015,Summer,Gnar/Orianna
742,BLUE,24,Rumble,Caitlyn,2015,Spring,Rumble/Caitlyn
749,BLUE,24,Ahri,RekSai,2015,Spring,Ahri/RekSai
752,BLUE,24,Varus,Gragas,2015,Summer,Varus/Gragas
760,BLUE,24,Nidalee,Caitlyn,2015,Spring,Nidalee/Caitlyn
761,BLUE,24,Gragas,Nautilus,2015,Summer,Gragas/Nautilus
764,BLUE,24,Sivir,Nami,2015,Spring,Sivir/Nami
767,RED,23,Shen,Orianna,2015,Summer,Shen/Orianna
773,RED,23,JarvanIV,Thresh,2015,Summer,JarvanIV/Thresh
776,RED,23,Ahri,LeeSin,2015,Spring,Ahri/LeeSin
781,RED,23,Azir,Alistar,2015,Summer,Azir/Alistar
783,RED,23,Azir,Karma,2015,Summer,Azir/Karma
784,RED,23,Orianna,Alistar,2015,Summer,Orianna/Alistar
786,RED,23,JarvanIV,Sivir,2015,Spring,JarvanIV/Sivir
788,RED,23,Nidalee,Sivir,2015,Summer,Nidalee/Sivir
791,RED,23,RekSai,Nautilus,2015,Summer,RekSai/Nautilus
794,RED,23,Jinx,Thresh,2015,Spring,Jinx/Thresh
799,BLUE,23,Rumble,JarvanIV,2015,Summer,Rumble/JarvanIV
802,BLUE,23,Gnar,Vladimir,2015,Summer,Gnar/Vladimir
803,BLUE,23,Maokai,Leblanc,2015,Spring,Maokai/Leblanc
806,BLUE,23,Rumble,Zed,2015,Spring,Rumble/Zed
807,BLUE,23,Shen,Ezreal,2015,Summer,Shen/Ezreal
812,BLUE,23,Nidalee,Thresh,2015,Spring,Nidalee/Thresh
814,BLUE,23,Azir,Nidalee,2015,Summer,Azir/Nidalee
825,BLUE,23,JarvanIV,Corki,2015,Spring,JarvanIV/Corki
827,BLUE,23,Sejuani,Kalista,2015,Spring,Sejuani/Kalista
832,BLUE,23,Sejuani,Thresh,2015,Spring,Sejuani/Thresh
833,BLUE,23,Sivir,Bard,2015,Summer,Sivir/Bard
834,BLUE,23,Tristana,Janna,2015,Spring,Tristana/Janna
837,RED,22,Maokai,Leblanc,2015,Spring,Maokai/Leblanc
843,RED,22,Maokai,Annie,2015,Spring,Maokai/Annie
848,RED,22,Varus,Gragas,2015,Summer,Varus/Gragas
850,RED,22,Azir,Kalista,2015,Summer,Azir/Kalista
852,RED,22,Corki,Lucian,2015,Spring,Corki/Lucian
854,RED,22,Azir,Thresh,2015,Summer,Azir/Thresh
858,RED,22,RekSai,Tristana,2015,Summer,RekSai/Tristana
859,RED,22,Sejuani,Thresh,2015,Summer,Sejuani/Thresh
870,BLUE,22,Shen,Kalista,2015,Summer,Shen/Kalista
874,BLUE,22,Gnar,Janna,2015,Spring,Gnar/Janna
876,BLUE,22,Ahri,LeeSin,2015,Summer,Ahri/LeeSin
878,BLUE,22,Viktor,LeeSin,2015,Summer,Viktor/LeeSin
881,BLUE,22,Cassiopeia,Sivir,2015,Summer,Cassiopeia/Sivir
882,BLUE,22,Corki,Lucian,2015,Spring,Corki/Lucian
891,BLUE,22,Nidalee,Kalista,2015,Summer,Nidalee/Kalista
893,BLUE,22,Sejuani,Tristana,2015,Spring,Sejuani/Tristana
900,RED,21,Ekko,Gragas,2015,Summer,Ekko/Gragas
901,RED,21,Irelia,Gragas,2015,Summer,Irelia/Gragas
910,RED,21,Gnar,Karma,2015,Summer,Gnar/Karma
911,RED,21,Lulu,Thresh,2015,Spring,Lulu/Thresh
912,RED,21,Renekton,Thresh,2015,Spring,Renekton/Thresh
914,RED,21,Kassadin,Gragas,2015,Spring,Kassadin/Gragas
919,RED,21,JarvanIV,Corki,2015,Spring,JarvanIV/Corki
923,RED,21,Ashe,Alistar,2015,Summer,Ashe/Alistar
930,BLUE,21,Renekton,LeeSin,2015,Spring,Renekton/LeeSin
934,BLUE,21,Shen,Vladimir,2015,Summer,Shen/Vladimir
940,BLUE,21,Gnar,KogMaw,2015,Spring,Gnar/KogMaw
941,BLUE,21,Hecarim,Sivir,2015,Summer,Hecarim/Sivir
950,BLUE,21,Lissandra,Lucian,2015,Spring,Lissandra/Lucian
954,BLUE,21,Leblanc,Alistar,2015,Summer,Leblanc/Alistar
956,BLUE,21,Orianna,Janna,2015,Summer,Orianna/Janna
958,BLUE,21,Zed,Thresh,2015,Spring,Zed/Thresh
963,BLUE,21,LeeSin,Nami,2015,Spring,LeeSin/Nami
967,BLUE,21,Sejuani,Alistar,2015,Summer,Sejuani/Alistar
968,BLUE,21,Sejuani,Janna,2015,Spring,Sejuani/Janna
972,RED,20,Nautilus,Orianna,2015,Summer,Nautilus/Orianna
976,RED,20,Gnar,Corki,2015,Spring,Gnar/Corki
977,RED,20,Maokai,Tristana,2015,Spring,Maokai/Tristana
985,RED,20,LeeSin,Janna,2015,Spring,LeeSin/Janna
993,RED,20,Kassadin,Sivir,2015,Spring,Kassadin/Sivir
996,RED,20,Varus,Corki,2015,Summer,Varus/Corki
997,RED,20,Ezreal,Thresh,2015,Summer,Ezreal/Thresh
